-4.000000,-4.000000,1.570796
-3.990386,-3.890589,1.571180
-3.797324,-3.982653,1.573107
-3.781473,-3.899927,1.572657
-3.784378,-3.798150,1.573779
-3.824733,-3.667344,1.576656
-3.815912,-3.575467,1.576401
-3.733643,-3.533487,1.578608
-3.736082,-3.426463,1.578715
-3.667038,-3.381015,1.576985
-3.667762,-3.281741,1.576857
-3.675569,-3.176229,1.574197
-3.708613,-3.049752,1.573245
-3.657375,-2.996486,1.573202
-3.656811,-2.896329,1.572149
-3.690665,-2.769725,1.571740
-3.745005,-2.618385,1.571158
-3.670771,-2.594903,1.568505
-3.671032,-2.496518,1.568501
-3.633126,-2.425604,1.569724
-3.597705,-2.339455,1.568763
-3.580454,-2.249436,1.568674
-3.665131,-2.087762,1.567132
-3.742214,-1.894684,1.567172
-3.731563,-1.807738,1.566499
-3.760448,-1.688610,1.565907
-3.770507,-1.578147,1.565834
-3.791738,-1.458080,1.565895
-3.802912,-1.345994,1.566308
-3.806812,-1.241678,1.563225
-3.855671,-1.094505,1.562437
-3.849958,-1.001103,1.560774
-3.839420,-0.909508,1.562119
-3.856120,-0.793819,1.557727
-3.836348,-0.715989,1.560747
-3.857016,-0.598554,1.562760
-3.851487,-0.504762,1.563631
-3.895177,-0.357055,1.566740
-3.900636,-0.246909,1.565345
-3.908431,-0.135804,1.561856
-3.892360,-0.056950,1.559761
-3.873980,0.025252,1.559874
-3.871357,0.123520,1.562148
-3.894635,0.257344,1.562398
-3.915831,0.401000,1.565274
-3.896714,0.459962,1.565345
-3.894851,0.558707,1.566984
-3.902323,0.671311,1.569108
-3.928347,0.821156,1.569871
-3.929412,0.924333,1.569825
-3.935748,1.036150,1.571936
-3.959307,1.184700,1.573568
-3.958783,1.282259,1.572004
-3.970856,1.404924,1.570350
-3.971744,1.507283,1.572089
-3.982737,1.630530,1.568406
-3.989070,1.748655,1.565977
-3.978158,1.820147,1.564248
-3.962218,1.894399,1.565049
-3.985682,2.039661,1.564521
-3.984134,2.135876,1.563279
-3.981249,2.230621,1.560550
-3.970447,2.305855,1.559646
-3.952332,2.369951,1.560756
-3.958229,2.483661,1.561783
-3.947895,2.550044,1.563455
-3.952834,2.661642,1.561675
-3.953418,2.767274,1.562112
-3.946182,2.843848,1.562156
-3.943865,2.940146,1.556026
-3.947518,3.058160,1.551195
-3.946125,3.161065,1.549355
-3.940998,3.248602,1.551729
-3.934675,3.333657,1.549570
-3.930101,3.425215,1.550439
-3.925459,3.515029,1.548626
-3.918936,3.598105,1.550125
-3.914412,3.689100,1.551356
-3.910613,3.781118,1.552177
-3.915368,3.910723,1.551744
-3.915743,4.036455,1.550967
-3.918914,4.050497,1.533938
-3.923774,4.065423,1.513819
-3.924093,4.075106,1.495860
-3.908999,4.066691,1.480436
-3.895037,4.060147,1.463464
-3.876463,4.048130,1.448042
-3.881274,4.063654,1.432692
-3.897186,4.093296,1.415195
-3.884921,4.087955,1.399061
-3.878139,4.090286,1.381858
-3.879465,4.102491,1.367015
-3.890068,4.126582,1.348299
-3.893499,4.142086,1.329247
-3.893555,4.153327,1.311653
-3.888487,4.158129,1.294733
-3.892971,4.175239,1.276486
-3.888732,4.181335,1.261420
-3.876587,4.177399,1.247043
-3.880468,4.194089,1.227251
-3.882489,4.208988,1.209432
-3.867331,4.200744,1.192284
-3.845246,4.185065,1.172793
-3.848494,4.201535,1.153039
-3.840871,4.203844,1.137369
-3.848176,4.226433,1.122838
-3.848011,4.239532,1.106564
-3.842187,4.244613,1.088611
-3.830121,4.241274,1.071704
-3.819382,4.240090,1.057265
-3.817736,4.251319,1.038425
-3.806730,4.249319,1.021686
-3.812352,4.270762,1.002923
-3.820934,4.298419,0.990295
-3.818718,4.309916,0.973001
-3.812200,4.314704,0.954002
-3.809573,4.325361,0.935092
-3.799342,4.324726,0.914438
-3.806739,4.349974,0.897163
-3.803578,4.360551,0.883808
-3.796570,4.364997,0.865938
-3.784896,4.362539,0.848480
-3.779097,4.369043,0.831225
-3.768493,4.368149,0.811005
-3.763214,4.375573,0.793192
-3.751252,4.372529,0.776449
-3.745681,4.379626,0.757344
-3.738086,4.383606,0.741461
-3.731776,4.389701,0.724077
-3.724564,4.394388,0.701845
-3.725870,4.412932,0.682819
-3.723493,4.426320,0.662507
-3.715463,4.429656,0.645543
-3.719226,4.452466,0.625210
-3.721347,4.475006,0.610883
-3.720054,4.491714,0.591216
-3.714543,4.499908,0.572922
-3.715854,4.519880,0.554386
-3.708322,4.524254,0.536310
-3.711009,4.546273,0.515161
-3.697263,4.538279,0.500441
-3.697891,4.555223,0.488800
-3.699301,4.576506,0.469577
-3.693205,4.583980,0.454340
-3.677497,4.573267,0.435169
-3.677644,4.589576,0.417991
-3.675163,4.603731,0.397835
-3.662385,4.597600,0.380222
-3.643786,4.583656,0.363195
-3.632345,4.581421,0.347653
-3.628412,4.591941,0.330212
-3.623149,4.600637,0.309905
-3.616309,4.606189,0.297134
-3.599813,4.593153,0.277156
-3.587712,4.589624,0.259155
-3.583562,4.599585,0.242026
-3.579609,4.610771,0.221071
-3.572227,4.615053,0.203056
-3.551082,4.592335,0.186035
-3.540376,4.590801,0.166820
-3.522229,4.574350,0.149116
-3.513533,4.575541,0.131804
-3.515992,4.597898,0.113488
-3.513342,4.613451,0.091297
-3.511663,4.631235,0.074962
-3.500041,4.624488,0.061393
-3.490304,4.623259,0.043149
-3.473838,4.608862,0.026694
-3.462789,4.605214,0.013524
-3.446882,4.591758,-0.003123
-3.435060,4.586473,-0.019783
-3.433924,4.600516,-0.031085
-3.421506,4.591870,-0.048236
-3.424092,4.611073,-0.066642
-3.413763,4.606756,-0.084912
-3.403698,4.603485,-0.101576
-3.393863,4.600400,-0.122743
-3.381553,4.592372,-0.137337
-3.386193,4.615308,-0.158368
-3.382415,4.625869,-0.174130
-3.377841,4.633998,-0.193732
-3.364254,4.620853,-0.208382
-3.351828,4.612632,-0.223630
-3.346265,4.616202,-0.239670
-3.340296,4.619279,-0.259923
-3.333172,4.619742,-0.281393
-3.327151,4.622033,-0.301130
-3.323697,4.629357,-0.315435
-3.311474,4.618124,-0.330708
-3.300195,4.610128,-0.344977
-3.293015,4.609081,-0.362659
-3.294376,4.624444,-0.380849
-3.289167,4.627976,-0.397362
-3.281510,4.625422,-0.414265
-3.258328,4.592978,-0.432460
-3.240951,4.575949,-0.449990
-3.230461,4.567246,-0.467995
-3.220956,4.560271,-0.485929
-3.207724,4.546262,-0.506063
-3.205459,4.551070,-0.520452
-3.200526,4.551836,-0.540645
-3.180509,4.523329,-0.558761
-3.177972,4.525561,-0.576076
-3.165886,4.512320,-0.595139
-3.153903,4.499570,-0.612333
-3.149344,4.498898,-0.629356
-3.141680,4.492667,-0.644904
-3.131408,4.481755,-0.660873
-3.120846,4.470319,-0.680028
-3.121588,4.477242,-0.699497
-3.118685,4.478463,-0.714881
-3.114862,4.477680,-0.731482
-3.098855,4.455351,-0.749842
-3.091613,4.448151,-0.766615
-3.091328,4.451886,-0.785368
-3.091157,4.455909,-0.805569
-3.089472,4.457071,-0.820816
-3.082566,4.449088,-0.840240
-3.090219,4.463500,-0.856496
-3.075049,4.441282,-0.874779
-3.077792,4.446339,-0.890866
-3.073314,4.441067,-0.908080
-3.081563,4.454682,-0.927272
-3.070660,4.438993,-0.943349
-3.057297,4.420104,-0.959939
-3.044602,4.401752,-0.978026
-3.042591,4.398605,-0.993895
-3.031391,4.382179,-1.010329
-3.028739,4.377596,-1.027718
-3.015383,4.357912,-1.045155
-3.017073,4.358875,-1.064869
-3.006125,4.342288,-1.083085
-2.995696,4.325857,-1.097198
-2.990966,4.317085,-1.114347
-2.990673,4.313881,-1.135700
-2.982084,4.299834,-1.153229
-2.984851,4.300156,-1.167561
-2.992204,4.305082,-1.187569
-2.999398,4.308413,-1.205900
-3.018649,4.323242,-1.223794
-3.010883,4.311209,-1.241919
-2.999527,4.291417,-1.261056
-2.987438,4.271878,-1.279516
-2.989117,4.268806,-1.295505
-3.000177,4.274995,-1.315373
-3.017521,4.284057,-1.333920
-3.028670,4.284575,-1.348917
-3.040547,4.285565,-1.366119
-3.036387,4.275426,-1.385428
-3.024059,4.254799,-1.403666
-3.025650,4.249774,-1.424258
-3.012835,4.229958,-1.443941
-3.005285,4.213191,-1.460961
-3.009800,4.210068,-1.480869
-3.011879,4.203845,-1.501272
-3.006790,4.191235,-1.516942
-3.007415,4.183654,-1.536626
-3.023009,4.189110,-1.554302
-3.019112,4.178096,-1.571987
-3.012265,4.162385,-1.589843
-3.019405,4.160511,-1.608845
-3.023432,4.165295,-1.611510
-3.019178,4.067854,-1.608843
-3.041663,3.963109,-1.611953
-3.050473,3.861305,-1.611184
-3.048570,3.763525,-1.615037
-3.074131,3.656934,-1.615121
-2.991524,3.596595,-1.613643
-2.995580,3.504233,-1.613822
-3.022408,3.396467,-1.612520
-3.046143,3.287004,-1.613166
-3.079885,3.172398,-1.611538
-3.064660,3.083067,-1.611115
-3.062979,2.984765,-1.610574
-3.046561,2.893421,-1.611259
-3.049947,2.793722,-1.610411
-3.060363,2.690648,-1.609182
-3.102160,2.569997,-1.605500
-3.106319,2.469576,-1.605558
-3.074048,2.389088,-1.605795
-3.073572,2.290173,-1.603996
-3.108043,2.172499,-1.602591
-3.057837,2.113457,-1.602881
-3.082854,2.015173,-1.601817
-3.117646,1.892742,-1.598831
-3.070723,1.835167,-1.597464
-3.074892,1.735138,-1.596027
-3.063433,1.645260,-1.592577
-3.061769,1.547714,-1.593369
-3.103012,1.418350,-1.593394
-3.082844,1.342111,-1.593546
-3.096493,1.235713,-1.593152
-3.084521,1.149116,-1.590367
-3.072300,1.059832,-1.589561
-3.098739,0.939719,-1.586744
-3.094942,0.846153,-1.582699
-3.070553,0.770443,-1.587006
-3.077029,0.666741,-1.590698
-3.084961,0.559827,-1.593708
-3.098662,0.445609,-1.593271
-3.098438,0.349046,-1.592879
-3.088353,0.264033,-1.591429
-3.062783,0.194997,-1.590804
-3.042245,0.116448,-1.588729
-3.046009,0.014197,-1.589048
-3.061713,-0.107631,-1.590467
-3.055501,-0.191650,-1.589558
-3.068426,-0.307008,-1.589014
-3.070844,-0.408187,-1.590352
-3.063607,-0.491442,-1.591105
-3.059191,-0.581351,-1.589168
-3.042560,-0.648566,-1.589157
-3.057752,-0.767475,-1.587907
-3.057724,-0.862856,-1.589057
-3.057281,-0.957987,-1.588557
-3.068449,-1.078939,-1.590135
-3.073503,-1.188753,-1.591922
-3.080744,-1.303476,-1.591416
-3.082725,-1.403200,-1.590377
-3.091689,-1.522249,-1.589502
-3.105791,-1.667048,-1.588861
-3.105422,-1.754349,-1.588267
-3.121174,-1.889188,-1.588494
-3.122780,-1.988346,-1.587662
-3.134957,-2.121529,-1.584433
-3.137063,-2.225676,-1.583010
-3.140365,-2.333314,-1.580123
-3.145707,-2.451047,-1.583164
-3.144053,-2.536740,-1.581658
-3.153793,-2.663376,-1.577382
-3.156149,-2.773954,-1.578760
-3.157600,-2.877245,-1.576690
-3.156689,-2.970425,-1.578745
-3.157421,-3.070168,-1.581348
-3.155725,-3.157597,-1.579942
-3.155856,-3.254552,-1.578998
-3.158289,-3.362195,-1.579107
-3.157608,-3.453112,-1.575364
-3.158050,-3.553041,-1.576788
-3.152444,-3.618347,-1.579057
-3.149306,-3.705597,-1.575199
-3.150039,-3.807059,-1.575644
-3.150666,-3.816584,-1.560844
-3.154836,-3.831085,-1.541388
-3.150222,-3.833815,-1.523859
-3.157422,-3.852897,-1.509800
-3.171792,-3.882521,-1.493382
-3.180306,-3.904498,-1.474875
-3.168344,-3.897135,-1.456080
-3.156390,-3.890821,-1.438096
-3.151910,-3.894834,-1.422877
-3.158185,-3.914229,-1.406337
-3.141306,-3.900041,-1.387842
-3.133054,-3.899429,-1.369955
-3.138205,-3.917958,-1.353198
-3.136483,-3.926724,-1.336547
-3.129059,-3.927159,-1.320191
-3.110613,-3.911650,-1.304069
-3.113807,-3.927928,-1.286739
-3.108725,-3.932216,-1.266350
-3.095581,-3.924535,-1.251650
-3.078616,-3.911728,-1.233683
-3.079537,-3.925619,-1.216427
-3.065759,-3.916577,-1.199956
-3.059235,-3.919687,-1.179589
-3.060367,-3.934826,-1.159174
-3.065295,-3.956833,-1.143477
-3.075039,-3.988009,-1.129872
-3.071661,-3.996544,-1.114664
-3.056798,-3.985982,-1.101684
-3.056647,-3.999645,-1.086789
-3.050923,-4.004504,-1.067413
-3.050889,-4.019175,-1.047904
-3.052328,-4.037047,-1.029660
-3.055684,-4.058964,-1.011445
-3.046987,-4.058581,-0.994938
-3.036287,-4.055897,-0.977019
-3.032134,-4.064376,-0.958553
-3.028574,-4.074154,-0.940988
-3.021177,-4.077042,-0.923480
-3.014381,-4.081261,-0.907392
-3.014241,-4.097677,-0.889275
-2.999685,-4.086527,-0.871642
-2.999867,-4.102810,-0.854053
-2.992631,-4.106413,-0.838161
-2.986291,-4.111957,-0.820094
-2.983917,-4.125225,-0.805822
-2.971407,-4.118252,-0.789456
-2.975224,-4.142093,-0.772484
-2.965829,-4.141277,-0.755548
-2.964424,-4.156561,-0.736521
-2.965350,-4.178357,-0.720360
-2.957711,-4.181544,-0.699573
-2.950929,-4.186954,-0.680440
-2.940996,-4.185908,-0.666107
-2.930721,-4.184531,-0.647039
-2.920742,-4.183738,-0.629904
-2.922987,-4.207781,-0.617017
-2.908881,-4.195075,-0.601979
-2.894593,-4.187551,-0.583649
-2.882815,-4.183118,-0.564777
-2.871202,-4.179133,-0.548484
-2.859566,-4.175011,-0.530055
-2.850392,-4.175998,-0.513102
-2.842703,-4.180092,-0.495754
-2.839124,-4.193601,-0.479154
-2.831228,-4.197233,-0.461009
-2.817087,-4.186483,-0.443773
-2.814466,-4.200703,-0.428520
-2.809043,-4.210824,-0.413101
-2.803179,-4.219898,-0.396230
-2.791025,-4.212572,-0.383629
-2.785783,-4.221792,-0.367515
-2.774785,-4.217555,-0.350147
-2.772012,-4.232574,-0.335099
-2.758192,-4.219587,-0.315716
-2.758873,-4.239823,-0.296114
-2.746103,-4.229608,-0.278307
-2.740826,-4.238410,-0.260948
-2.739094,-4.258722,-0.244769
-2.734678,-4.275007,-0.227820
-2.725988,-4.276309,-0.213730
-2.729516,-4.309003,-0.194258
-2.724222,-4.325208,-0.175565
-2.716755,-4.331166,-0.158819
-2.709903,-4.337727,-0.142157
-2.704419,-4.348176,-0.121872
-2.701675,-4.367985,-0.104856
-2.696978,-4.385045,-0.087574
-2.685874,-4.375690,-0.071205
-2.665976,-4.352144,-0.052161
-2.647678,-4.331642,-0.035168
-2.640813,-4.336106,-0.016323
-2.623229,-4.310712,0.002375
-2.617638,-4.316465,0.015122
-2.608451,-4.315022,0.034768
-2.607696,-4.336344,0.051941
-2.597509,-4.329702,0.067710
-2.579988,-4.307977,0.086273
-2.569100,-4.302474,0.102010
-2.562889,-4.308209,0.119021
-2.556497,-4.314342,0.132927
-2.549537,-4.318770,0.153460
-2.543219,-4.324837,0.167490
-2.532231,-4.315413,0.184672
-2.516858,-4.297527,0.203804
-2.507957,-4.294939,0.221023
-2.503500,-4.304411,0.239711
-2.491688,-4.290576,0.257245
-2.476769,-4.274201,0.274333
-2.473718,-4.285068,0.289983
-2.462957,-4.274292,0.307136
-2.460365,-4.285086,0.325568
-2.450408,-4.276642,0.340696
-2.442955,-4.275642,0.361153
-2.432034,-4.264647,0.373176
-2.418754,-4.248968,0.390252
-2.417030,-4.260731,0.410419
-2.411893,-4.266973,0.426910
-2.404788,-4.266323,0.443879
-2.392830,-4.250506,0.462218
-2.387337,-4.251699,0.482703
-2.382238,-4.255132,0.500995
-2.371021,-4.239857,0.516100
-2.371672,-4.253358,0.535912
-2.366601,-4.256466,0.554543
-2.367691,-4.278379,0.573960
-2.356910,-4.255601,0.590336
-2.360217,-4.267441,0.607864
-2.352845,-4.261980,0.629128
-2.343979,-4.252268,0.644508
-2.345106,-4.266244,0.661014
-2.345275,-4.283267,0.679863
-2.340402,-4.286059,0.698281
-2.328860,-4.265098,0.714341
-2.326238,-4.266646,0.730820
-2.319415,-4.260038,0.749662
-2.307907,-4.241995,0.766582
-2.289111,-4.209903,0.783501
-2.276441,-4.190588,0.798870
-2.267318,-4.177709,0.814611
-2.267110,-4.183952,0.831493
-2.273723,-4.208682,0.847782
-2.268743,-4.204945,0.868424
-2.274991,-4.226327,0.886592
-2.270169,-4.221644,0.904884
-2.265624,-4.216676,0.920431
